"","V1","V2"
"661","2015/06/27","18"
"662","2015/07/12","18"
"663","2015/07/14","15"
"664","2015/10/31","06"
"665","2015/11/11","15"
"666","2015/11/16","18"
"667","2015/11/18","00"
"668","2015/12/23","12"
"669","2015/12/26","18"
"670","2015/12/27","18"
"671","2016/02/02","18"
"672","2016/02/15","15"
"673","2016/02/23","15"
"674","2016/02/24","15"
"675","2016/03/08","09"
"676","2016/03/13","18"
"677","2016/03/15","21"
"678","2016/03/31","15"
"679","2016/04/07","00"
"680","2016/04/15","18"
"681","2016/04/26","15"
"682","2016/04/27","15"
"683","2016/04/29","18"
"684","2016/05/09","18"
"685","2016/05/10","15"
"686","2016/05/22","18"
"687","2016/05/24","18"
"688","2016/05/26","15"
"689","2016/05/27","18"
"690","2016/06/14","15"
"691","2016/06/22","21"
"692","2016/07/05","15"
"693","2016/08/20","12"
"694","2016/08/24","15"
"695","2016/11/29","18"
"696","2016/11/30","12"
"697","2016/12/25","12"
"698","2017/01/02","12"
"699","2017/01/21","12"
"700","2017/01/21","21"
"701","2017/01/22","09"
"702","2017/02/07","12"
"703","2017/02/28","18"
"704","2017/03/01","09"
"705","2017/03/06","21"
"706","2017/03/09","21"
"707","2017/03/24","21"
"708","2017/03/28","18"
"709","2017/03/29","12"
"710","2017/04/02","12"
"711","2017/04/03","09"
"712","2017/04/05","12"
"713","2017/04/29","15"
"714","2017/04/30","09"
"715","2017/05/01","12"
"716","2017/05/04","15"
"717","2017/05/09","15"
"718","2017/05/10","15"
"719","2017/05/11","15"
"720","2017/05/16","15"
"721","2017/05/17","15"
"722","2017/05/18","15"
"723","2017/05/19","15"
"724","2017/05/24","09"
"725","2017/05/27","15"
"726","2017/06/09","21"
"727","2017/06/12","18"
"728","2017/06/13","18"
"729","2017/06/14","15"
"730","2017/06/16","18"
"731","2017/06/28","18"
"732","2017/07/11","18"
"733","2017/08/16","18"
"734","2017/08/25","15"
"735","2017/08/31","09"
"736","2017/09/10","09"
"737","2017/09/19","18"
"738","2017/10/07","15"
"739","2017/10/08","18"
"740","2017/10/23","15"
"741","2017/11/05","15"
"742","2017/11/18","15"
